rank_brand,brand,num_products,total_ratings,brand_weighted_score,simple_mean_product_rating
3860,Castillna,7,1758.0,4.3556549542154785,4.442857142857143
3861,Sineed,2,71.0,4.355624934329687,4.550000000000001
3862,PINKDODO,11,975.0,4.355537072638238,4.381818181818182
3863,The Oil Lab,10,440.0,4.355404538668389,4.5
3864,Jewelry Display,1,44.0,4.355404538668389,4.5
3865,Luwxio,2,88.0,4.355404538668389,4.5
3866,Vicenpal,1,44.0,4.355404538668389,4.5
3867,Holistic Magnets,1,44.0,4.355404538668389,4.5
3868,Life Token,12,401.0,4.355398273191137,4.3500000000000005
3869,Kalen,4,322.0,4.355334853984105,4.625
3870,Fablinks,2,198.0,4.3553328452435975,4.45
3871,Primitives by Kathy,9,169.0,4.355245784231179,4.655555555555555
3872,Ablethe,1,142.0,4.355232185241051,4.4
3873,Altitude Boutique,7,862.0,4.355073112973669,4.242857142857143
3874,DALTACK,1,141.0,4.354970385154742,4.4
3875,AmigasHome,8,295.0,4.354924979887574,4.325
3876,CiNily,23,3831.0,4.354731703554868,4.3130434782608695
3877,MASOP,3,169.0,4.354664413598059,3.966666666666667
3878,Studio 21 Graphix,12,2012.0,4.354646784828501,4.15
3879,A & L Engraving,55,846.0,4.354623975246317,4.549090909090909
3880,STVTEMENT,1,139.0,4.354437490304502,4.4
3881,Girl's Gift,3,100.0,4.3544357026105605,4.533333333333333
3882,TFER,2,63.0,4.354345777857616,4.5
3883,Artilife,2,356.0,4.35423950006657,4.050000000000001
3884,Herdear,2,36.0,4.354220802074297,4.65
3885,Boailydi,1,138.0,4.354166284889647,4.4
3886,Yangmics Direct,2,88.0,4.3541661000514305,4.550000000000001
3887,Jewbelet AU,5,352.0,4.354165170608347,4.220000000000001
3888,DASCO,9,1078.0,4.354134988451253,4.522222222222222
3889,Hiili & Kaala,5,105.0,4.354057819112732,4.14
3890,JewelrySupply,37,760.0,4.354028691507727,4.202702702702703
3891,Jon Shop,1,137.0,4.353891831505753,4.4
3892,Edilado,1,137.0,4.353891831505753,4.4
3893,xhjewco,1,137.0,4.353891831505753,4.4
3894,YAUNLEL,3,6568.0,4.3538500975597625,4.3
3895,labworkauto,3,290.0,4.35377624576644,3.9000000000000004
3896,NW 1776,2,358.0,4.353751605017354,4.25
3897,Baubelle,7,2353.0,4.35368577949296,4.357142857142857
3898,ASLIDECOR,2,32.0,4.353685731231667,4.8
3899,VEINTI+1,2,142.0,4.353674577322316,4.7
3900,Aulock,8,610.0,4.353662282366018,4.25
3901,Luxval,3,280.0,4.353649675769371,4.266666666666667
3902,SAMOCO,37,2113.0,4.3536294597381096,4.383783783783784
3903,MEANT2TOBE,4,321.0,4.353578616009766,4.55
3904,Lam Sence,4,46.0,4.353503503862227,4.4750000000000005
3905,VONRU,59,10412.0,4.353496810673124,4.21864406779661
3906,Zsxdc,1,43.0,4.35342377892412,4.5
3907,Mikutowski Woodworking,1,43.0,4.35342377892412,4.5
3908,Imamse,1,43.0,4.35342377892412,4.5
3909,Lidwot,1,43.0,4.35342377892412,4.5
3910,VonkPeter,1,43.0,4.35342377892412,4.5
3911,Capoda,1,43.0,4.35342377892412,4.5
3912,Dreamxue,3,79.0,4.353418881118993,4.333333333333333
3913,CFPL-CG,1,135.0,4.353332944614914,4.4
3914,Beusoulover,1,135.0,4.353332944614914,4.4
3915,JOBOSI,2,270.0,4.353332944614914,4.4
3916,Labworkauto,1,135.0,4.353332944614914,4.4
3917,US,2,145.0,4.353303124763443,4.7
3918,RUCINNI,6,39.0,4.35315335410921,4.983333333333333
3919,Eiyye,2,170.0,4.353025679182393,4.5
3920,VEEKALA,13,602.0,4.352986561604158,4.3
3921,BFDSGDDD,2,31.0,4.352806431562547,4.7
3922,HDMENC,1,133.0,4.352760342708349,4.4
3923,Florashop,1,133.0,4.352760342708349,4.4
3924,ABAOLA,1,133.0,4.352760342708349,4.4
3925,MineSign,2,531.0,4.35264991065388,3.5500000000000003
3926,Bantoye,1,132.0,4.352468739885561,4.4
3927,RusticLife,1,132.0,4.352468739885561,4.4
3928,FilterEra,2,85.0,4.352417863681443,4.5
3929,Inspired Jewelry,3,165.0,4.3521786401384706,4.233333333333333
3930,ANTS TRIBE,1,131.0,4.3521735146674585,4.4
3931,STARDICE,1,131.0,4.3521735146674585,4.4
3932,Forge & Foundry,9,407.0,4.3520983224089385,4.111111111111111
3933,FAMARINE,8,1520.0,4.352068742669027,4.1125
3934,MAXIMILIAN,5,1199.0,4.351972529923429,4.2
3935,ESMAN,1,130.0,4.351874599134129,4.4
3936,Elechobby,1,130.0,4.351874599134129,4.4
